# Start logging at 2023-08-10 08:02:39 CDT
[08:02:39] disconnected
[08:02:39] Thursday, August 10, 2023
[08:02:39] Server connection timed out, reconnecting
[08:02:41] connected
# Start logging at 2023-08-10 08:16:17 CDT
[08:16:17] connected
[08:22:17] Redbeardy_McGee is live!
[08:29:54]  moribund: FeelsBeardMan
[14:13:37]  captainfalcum: 2020Shred
[14:13:40]  paparatto18: breath+ owns if deck is like 20 cards
[14:13:49]  moneymoneyloot: it was like -10 draw this fight
[14:14:15]  muirthemne: 2020Shred
[14:14:15]  a_snail_chosen_at_random: no way of knowing what 14x3 is
[14:15:37]  captainfalcum: 69
[14:15:50]  firstdane: the funny number 🤣
[14:16:12]  captainfalcum: xD
[14:16:22]  captainfalcum: Icicle lizard
[14:17:53]  moneymoneyloot: consider that it also shuffles a bunch of garbage that you don't want to draw/play and subtract that from it's "draw" number
[14:17:55]  moneymoneyloot: kinda ass
[14:20:44]  moribund: wealthy
[14:21:15]  nerdbusta1: A21 remove amid from the relic pool Kappa
[14:21:32]  moneymoneyloot: amid should come with a slimed
[14:21:44]  moneymoneyloot: it already does on silent
[14:22:11]  moribund: start with reduced draw debuff
[14:22:14]  nerdbusta1: I’ve been winning just ridiculous seeds lately only amid or snecko
[14:22:33]  nerdbusta1: bad player alert
[14:23:08]  ruah777: shockwave is 100% for the weakness right now
[14:23:14]  ruah777: rod is activally bad?
[14:23:29]  muirthemne: in rod we trust brioPrayge
[14:23:34]  ruah777: does rupture work with beat?
[14:23:40]  moribund: it does not
[14:23:49]  moribund: Rupture is card damage only
[14:24:18]  ruah777: @moribund i thought so but was not sure if beat count as a card paly
[14:24:35]  nerdbusta1: hand drill deck Kreygasm
[14:25:20]  nerdbusta1: Is there ever a legitimate reason to buy hand drill other than having too much gold?
[14:25:38]  nerdbusta1: pretty sure that’s the only reason I’ve bought the relic
[14:25:40]  ruah777: honestly this shop is kind of a bust
[14:25:48]  moneymoneyloot: i had it pop off vs champ with champ belt recently
[14:25:53]  moneymoneyloot: the run lost but it was cool
[14:26:28]  ruah777: take drill to maybe take to get one artifact off?
[14:26:34]  ruah777: like we dont have much value
[14:26:41]  ruah777: its bad
[14:26:42]  ruah777: but like
[14:26:48]  ruah777: is it postive
[14:27:22]  ruah777: yea the time eater fight did go south
[14:27:25]  nerdbusta1: I just think there are relics that should have gotten buffs. Im never like “fuck yeah, hand drill is here”
[14:27:29]  ruah777: but even with bad draws we are strong enough
[14:27:38]  ruah777: yea
[14:27:46]  ruah777: drill is so small of a buff
[14:27:50]  ruah777: too many fights it does nothing
[14:27:59]  ruah777: and the fights it does something, is still very meh
[14:28:55]  moribund: Adge
[14:29:01]  moneymoneyloot: Adge
[14:29:31]  moribund: they must make these ads as awful as possible on purpose
[14:29:35]  moribund: rage bait garbage
[14:29:58]  apneaa: skip frozen ey for handrill with 2000 gold
[14:30:02]  apneaa: because eye snecko is bad
[14:30:03]  apneaa: i remember
[14:30:31]  moneymoneyloot: progressive mangoWOO
[14:31:23]  nerdbusta1: @apneaa I’m currently in a snecko frozen eye run
[14:31:31]  moribund: the Ric Flair emote is goated
[14:31:33]  nerdbusta1: It feels ok even though I don’t know the costs
[14:32:33]  moneymoneyloot: sentinel shield mangoWOO
[14:32:51]  apneaa: why isn't mangoWoo a global emote
[14:32:53]  apneaa: :/
[14:33:03]  ruah777: well i can be sold on the double tap to try to stablize
[14:33:16]  moneymoneyloot: gain 5 block must be a silent card
[14:33:21]  moneymoneyloot: must be why I love it so much
[14:33:51]  moneymoneyloot: why doesn't sentinel art have feet?
[14:33:53]  apneaa: i remember when monye had like
[14:33:54]  ruah777: if you play rapture with pain  in hand, do you get str from the play of rapture?
[14:33:56]  apneaa: a month stretch
[14:33:59]  apneaa: of only silent
[14:34:12]  apneaa: that was long ago now
[14:34:36]  moneymoneyloot: ilovesilent
[14:34:36]  moribund: whoa
[14:34:41]  nerdbusta1: drilling Kreygasm
[14:34:44]  moribund: the wiki has a lot of beta art now
[14:34:49]  ruah777: 3 turns to see if drill does anything
[14:34:51]  moribund: and Bunhara added them
[14:34:56]  moneymoneyloot: yeah bun has been adding the beta art
[14:35:20]  moribund: there are technically feet in Sentinel's beta art
[14:35:20]  moneymoneyloot: boonhaha
[14:35:26]  moneymoneyloot: oh shit
[14:35:35]  apneaa: if this lead to more beta art on streams i'm unfollowing bun :/
[14:35:39]  moribund: ...technically.
[14:35:44]  moribund: kinda. sorta.
[14:36:09]  moneymoneyloot: i have the best taste in beta art agree? @Apneaa
[14:36:15]  apneaa: yes
[14:36:17]  apneaa: @moneymoneyloot
[14:36:19]  moneymoneyloot: name 1 beta art I use that suck
[14:36:22]  moneymoneyloot: other than blem
[14:37:07]  nerdbusta1: @moneymoneyloot not using self repair beta art WutFace
[14:37:13]  moneymoneyloot: shitty
[14:37:25]  moneymoneyloot: wrench good
[14:37:28]  apneaa: self beta art is ok bu
[14:37:30]  apneaa: wrench
[14:37:36]  nerdbusta1: the wrench is so boring
[14:37:37]  apneaa: without the wrench we wouldn't have coach going
[14:37:40]  apneaa: ZIT ZIT ZIT
[14:37:42]  nerdbusta1: puts me to sleep
[14:37:47]  apneaa: while cranking an imaginary wrench
[14:38:00]  moneymoneyloot: the wrench is boring but it doesn't look like shit
[14:38:00]  ruah777: not even if kuni is taht good
[14:38:09]  apneaa: the wrench is not boring
[14:38:11]  ruah777: its not bad but like its not our game plan really
[14:38:12]  apneaa: it's cool af
[14:38:20]  apneaa: this dumb
[14:38:22]  apneaa: fucking toaster bot
[14:38:29]  apneaa: suck so bad
[14:38:32]  apneaa: and get wreckt so bad
[14:38:37]  apneaa: it learned to repair
[14:38:39]  apneaa: ITSELF
[14:38:42]  moneymoneyloot: LUL
[14:38:58]  apneaa: it's a mark of the defect will spirit
[14:39:03]  apneaa: of it's perseverance
[14:39:04]  moneymoneyloot: the beta art dont even make sense
[14:39:06]  moribund: whoa
[14:39:09]  moribund: what are the odds
[14:39:10]  moneymoneyloot: donut is 5max
[14:39:13]  moribund: Rupture on turn 1
[14:39:21]  moneymoneyloot: robots dont eat donuts
[14:39:32]  moneymoneyloot: it makes 0 sense
[14:39:47]  apneaa: theres a few defect and watcher beta arts that have some early game art style
[14:39:49]  apneaa: that is fairly cool
[14:39:49]  ruah777: is is looking like an easy one
[14:39:54]  ruah777: madness is ok
[14:39:55]  ruah777: ooo
[14:40:05]  ruah777: if only we can generate a dual weild
[14:40:14]  moneymoneyloot: !sr bfg division
[14:40:15]  nightbot: @moneymoneyloot -> "Mick Gordon - 11. BFG Division" by Mick Gordon has been added to the queue in position #1
[14:40:15]  ruah777: gamble?
[14:40:23]  ruah777: this looks like the gamba turn
[14:40:43]  nerdbusta1: I will admit at least money does use beta art even though some of his picks are trash
[14:40:52]  nerdbusta1: No beta art is giga cringe
[14:41:01]  moneymoneyloot: wtf
[14:41:03]  moneymoneyloot: what picks are bad
[14:41:16]  nerdbusta1: streamline for one
[14:41:17]  ruah777: any reason not to pop the brew?
[14:41:20]  ruah777: to see what is in the box?
[14:41:24]  moneymoneyloot: wtf
[14:41:55]  nerdbusta1: It’s all good money, you like what you like
[14:42:00]  moribund: https://betterttv.com/emotes/607f6dd039b5010444d032c9
[14:42:15]  nerdbusta1: Just happens to be some stuff out the dumpster
[14:42:22]  moneymoneyloot: streamline normal are is a literal squiggly line and you think wrench is boring
[14:42:23]  moribund: @Redbeardy_McGee this is an emergency
[14:42:38] Added BTTV emote OOOOBANG.
[14:42:39]  apneaa: streamline beta art
[14:42:40]  apneaa: is goated
[14:42:45]  moribund: OOOOBANG
[14:42:49]  nerdbusta1: Because streamline beta is so ass, I’ll take the squig
[14:42:50]  apneaa: OOOOBANG
[14:42:53]  moneymoneyloot: yeah nerdbusta ur just wrong man
[14:43:01]  moneymoneyloot: its not an opinion
[14:43:14]  nerdbusta1: My opinion is fact Kappa
[14:43:18]  muirthemne: slowJAM
[14:44:27]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:44:37]  apneaa: OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG
[14:44:39]  moneymoneyloot: NOBAYRS
[14:44:42]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:44:43]  moneymoneyloot: OOOOBANG
[14:44:43]  apneaa: OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG
[14:44:46]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:44:49]  apneaa: OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG
[14:44:51]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:44:52]  apneaa: OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG
[14:44:55]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:44:56]  apneaa: OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG
[14:44:58]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:45:00]  apneaa: OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG
[14:45:00]  ruah777: we have to double reaper?
[14:45:02]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:45:03]  apneaa: OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG
[14:45:05]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:45:07]  apneaa: OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG
[14:45:09]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:45:10]  apneaa: OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG OOOOBANG
[14:45:12]  moneymoneyloot: headBang headBang headBang headBang headBang headBang NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS headBang headBang headBang headBang headBang headBang NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:45:12]  apneaa: NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:45:15]  moneymoneyloot: headBang headBang headBang headBang headBang headBang NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS headBang headBang headBang headBang headBang headBang NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS headBang headBang headBang headBang headBang headBang NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:45:26]  moribund: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:45:29]  moribund: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:45:29]  moribund: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:45:30]  moribund: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:45:30]  moribund: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:45:30]  moribund: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:45:31]  moribund: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:45:36]  apneaa: LE NOBBBUER LE NOBBUER NOBAYRS NOBAYRS NOBAYRS NOBAYRS NOBAYRS
[14:45:46]  apneaa: ENOUGH
[14:45:48]  moneymoneyloot: OOOOBANG NOBAYRS headBangOOOOBANG NOBAYRS headBangOOOOBANG NOBAYRS headBang
[14:45:48]  apneaa: WITH THIS
[14:45:50]  apneaa: IDIOTIC
[14:45:53]  apneaa: ORGAN
[14:45:53]  moribund: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:45:54]  apneaa: BRAIN
[14:45:54]  moneymoneyloot: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:45:56]  apneaa: FUCKING BRAIN
[14:45:57]  apneaa: DIE
[14:45:57]  moneymoneyloot: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:46:07]  apneaa: DIE BRAIN DIE
[14:46:09]  moneymoneyloot: BALLSACK OF EVIL GET TAPPED
[14:46:10]  moneymoneyloot: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:46:14]  moneymoneyloot: TAP THE SACK
[14:46:15]  moneymoneyloot: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:46:27]  apneaa: NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG
[14:46:29]  apneaa: NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG
[14:46:30]  apneaa: NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG
[14:46:31]  apneaa: NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG
[14:46:32]  apneaa: NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG vNOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG
[14:46:34]  apneaa: NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG
[14:46:35]  apneaa: NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG NOBAYRS NOBAYRS NOBAYRS OOOOBANG OOOOBANG
[14:46:38]  moneymoneyloot: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:46:45]  moribund: OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang
[14:47:02]  apneaa: NOBAYRS OOOOBANG NOBAYRS OOOOBANG
[14:47:03]  apneaa: NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG
[14:47:06]  apneaa: NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG
[14:47:07]  apneaa: NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG NOBAYRS OOOOBANG
[14:47:12]  ruah777: we are over death so we just win right?
[14:48:03]  mrbacanudo: gg
[14:48:03]  apneaa: gg
[14:48:05]  moneymoneyloot: fuck it OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang OOOOBANG NOBAYRS headBang : l
[14:48:07]  sycocell: gg!
[14:48:12]  ruah777: some dice moments
[14:48:15]  nerdbusta1: Well done beardy
[14:48:17]  moneymoneyloot: gg ez
[14:48:17]  duncanarchib: feedGGe
[14:48:19]  muirthemne: MoePls
[14:48:21]  ruah777: but tis always fun to see pain pop off
[14:48:28]  nerdbusta1: streaking SeemsGood
[14:48:59]  moribund: gg!
[14:49:11]  duncanarchib: game too ez plz buff
[14:49:16]  ruah777: i mean it was more a raputor deck but it was both
[14:49:23]  sycocell: takin it one run at a time
[14:49:23]  moneymoneyloot: just get 18 1 streaks
[14:49:25]  ruah777: i feel without both those cards, we kind of die
[14:49:27]  nerdbusta1: moneym59JAM
[14:49:33]  nerdbusta1: 1 streak x1
[14:49:38]  nerdbusta1: Lfg
[14:50:29]  sycocell: if you don't have to do much........
[14:50:29]  moneymoneyloot: silent run headBang
[14:50:44]  nerdbusta1: pretty sure my first ever A20 win was dead branch corruption
[14:50:44]  moneymoneyloot: silenting headBang
[14:50:50]  nerdbusta1: easy life
[14:51:00]  ruah777: Kappa Play rabi ribi
[14:51:03]  ruah777: lol
[14:51:07]  ruah777: well
[14:51:10]  ruah777: when you start the game
[14:51:16]  ruah777: strong combos are fun
[14:51:18]  ruah777: when you get good
[14:51:22]  ruah777: strong combos are boring
[14:51:33]  moneymoneyloot: I loved dead branch corruption then I hated it now I love it again
[14:51:38]  moneymoneyloot: feelnobrain
[14:51:39]  duncanarchib: it can still be fun sometimes but like, it happens too often
[14:51:42]  apneaa: why is byron or vm not live Sadge
[14:51:54]  apneaa: i need my outerwilds dose
[14:52:00]  nerdbusta1: money go
[14:52:10]  moneymoneyloot: best part is the run takes half the time
[14:52:12]  nerdbusta1: Apneaa go
[14:52:13]  moneymoneyloot: and I get to go silent
[14:52:15]  moneymoneyloot: Kreygasm
[14:52:24]  moribund: @apneaa I'm about to play it in 30 minutes FeelsGoodMan
[14:52:25]  ruah777: I feel DB corruption is more common op shit but its not too common for my taste
[14:52:25]  apneaa: @nerdbusta1 i already streamed everything sorry
[14:52:27]  moneymoneyloot: yeah I need to sleep at some point
[14:52:32]  apneaa: @moribund FeelsAmazingMan
[14:52:34]  nerdbusta1: Sadge
[14:52:37]  apneaa: i would go live
[14:52:38]  apneaa: if i had
[14:52:40]  apneaa: anything left
[14:52:44]  apneaa: i dont
[14:52:45]  nerdbusta1: I did like those Coach vods @apneaa
[14:52:49]  nerdbusta1: Good times
[14:52:50]  apneaa: @nerdbusta1 thank you
[14:53:03]  apneaa: i will never do zec vods
[14:53:05]  apneaa: because
[14:53:06]  apneaa: i saw
[14:53:08]  apneaa: every single
[14:53:13]  apneaa: of zecnar run
[14:53:17]  apneaa: ever
[14:53:33]  moneymoneyloot: do baalor
[14:53:34]  apneaa: gg
[14:53:39]  apneaa: bye beardy
[14:53:45]  apneaa: i did rev
[14:53:48]  apneaa: i did merl
[14:53:51]  apneaa: i did maxx
[14:53:52]  moneymoneyloot: bye mcbirdy
[14:53:53]  muirthemne: redbea13Cultist
[14:53:55]  moneymoneyloot: cheg0 live
[14:53:56]  nerdbusta1: let’s analyze Jarbs
[14:54:01]  duncanarchib: cheers
[14:54:14]  apneaa: @nerdbusta1 i think most know jorb
[14:54:21]  nerdbusta1: Raid cheg
[14:54:22]  apneaa: same for baalor or terrence
[14:54:39]  apneaa: actually i wonder if terrence has his defect 100 saves somewhere
[14:54:41]  apneaa: i guess not
[14:54:56]  apneaa: he has the saves
[14:54:59]  apneaa: but i want the runs
[14:55:13]  apneaa: for showcasing
[14:55:18]  apneaa: vods had two goals
[14:55:20]  apneaa: learn
[14:55:22]  apneaa: and showcase
[14:55:30]  apneaa: showcase moments in the history of the game
[14:55:34]  apneaa: i would have done blem
[14:55:36]  redbeardy_mcgee: Shall we?
[14:55:38]  apneaa: if this idiot saved anything
[14:55:41]  sycocell: thx for stream!
[14:55:43]  apneaa: this freaking egg
[14:55:51]  enriqueque: Terrence hasn't streamed in forever has he
[14:55:58]  apneaa: terrence got obligations
[14:56:05]  apneaa: he is there sometimes in zec chat
[14:56:47] Redbeardy_McGee is now offline.
